Number of nodes 1000 
0 : 15.184211 21.353117 
1 : 12.762713 47.768605 
2 : 39.442043 36.212352 
3 : 28.727236 29.044586 
4 : 16.527334 27.012895 
5 : 3.945209 35.272060 
6 : 29.382365 0.251444 
7 : 25.492252 39.125789 
8 : 2.953675 46.342979 
9 : 4.820327 0.414783 
10 : 39.263848 41.231417 
11 : 19.871977 38.366793 
12 : 0.896546 49.856845 
13 : 2.153262 11.382654 
14 : 5.634952 45.977110 
15 : 35.738972 32.099965 
16 : 18.632803 5.266009 
17 : 22.434270 13.408046 
18 : 19.778254 38.192188 
19 : 2.711420 40.275508 
20 : 35.905862 5.212650 
21 : 11.542612 23.487939 
22 : 10.761873 10.953095 
23 : 23.767767 46.135395 
24 : 19.035161 16.016132 
25 : 14.732442 42.877190 
26 : 26.224444 12.992333 
27 : 37.528016 43.903147 
28 : 24.817007 9.413381 
29 : 11.313604 37.959692 
30 : 8.207250 1.584465 
31 : 17.565363 32.116958 
32 : 1.090009 28.343546 
33 : 35.047373 18.820477 
34 : 24.403690 10.627419 
35 : 8.143695 39.607842 
36 : 20.796673 7.272174 
37 : 2.152972 24.457123 
38 : 34.487497 0.642287 
39 : 17.717387 9.330601 
40 : 21.920366 24.261523 
41 : 22.674433 41.911304 
42 : 27.215800 7.052848 
43 : 14.855143 36.610849 
44 : 3.129148 34.553346 
45 : 18.254029 1.724631 
46 : 1.913752 24.442863 
47 : 29.530280 48.569521 
48 : 1.520061 5.622569 
49 : 38.169773 37.160689 
50 : 29.694893 31.927069 
51 : 37.497983 29.709146 
52 : 20.534559 24.931126 
53 : 9.636192 28.392633 
54 : 10.398611 21.325213 
55 : 30.358966 3.811972 
56 : 39.733711 14.529333 
57 : 14.268230 28.066752 
58 : 30.114314 31.666673 
59 : 4.401940 46.538793 
60 : 23.881809 48.888458 
61 : 17.223808 4.679827 
62 : 29.228721 33.086747 
63 : 10.447047 30.138645 
64 : 3.792307 23.690893 
65 : 18.038540 17.812817 
66 : 25.602980 23.778922 
67 : 5.281553 33.551101 
68 : 18.112897 47.982260 
69 : 26.087984 4.454213 
70 : 33.079933 39.887123 
71 : 12.323076 29.538787 
72 : 16.094543 45.609838 
73 : 35.369253 5.056466 
74 : 28.023180 14.664732 
75 : 9.674892 2.579410 
76 : 30.393273 25.206409 
77 : 11.637029 38.418788 
78 : 11.097549 14.149269 
79 : 0.244312 11.268012 
80 : 14.988446 16.564482 
81 : 17.477311 22.662568 
82 : 12.171939 36.869232 
83 : 11.634413 25.494283 
84 : 9.700652 19.125710 
85 : 37.467344 45.274161 
86 : 34.407610 48.262887 
87 : 15.889130 31.413368 
88 : 19.176764 6.601559 
89 : 22.599844 30.915089 
90 : 19.584776 19.151005 
91 : 10.792465 49.559687 
92 : 39.589606 14.341364 
93 : 7.347028 35.309571 
94 : 34.466269 26.760295 
95 : 1.305303 9.660552 
96 : 13.278321 34.471755 
97 : 29.949880 2.522750 
98 : 25.774658 9.221706 
99 : 6.769519 2.282916 
100 : 38.088204 44.252075 
101 : 21.730809 41.989719 
102 : 10.056539 5.907762 
103 : 23.142892 20.520743 
104 : 36.619064 6.011429 
105 : 35.823861 28.604626 
106 : 19.300265 47.469507 
107 : 17.709599 12.819258 
108 : 12.470198 49.493272 
109 : 2.212551 17.490402 
110 : 30.151671 10.426119 
111 : 5.277899 33.291358 
112 : 14.236885 48.667235 
113 : 15.834839 31.134991 
114 : 35.420849 3.176895 
115 : 0.849582 18.675477 
116 : 33.763229 8.312577 
117 : 11.522826 11.563904 
118 : 10.013715 2.610432 
119 : 19.535185 45.087816 
120 : 29.161445 39.664585 
121 : 8.104644 18.650716 
122 : 8.651048 41.602735 
123 : 39.053381 37.691728 
124 : 23.729432 31.093155 
125 : 12.176143 19.704659 
126 : 38.708115 17.963898 
127 : 35.838793 4.442623 
128 : 7.601019 17.083850 
129 : 0.071973 27.433530 
130 : 28.470551 23.027373 
131 : 34.709072 32.272619 
132 : 4.732316 25.676042 
133 : 1.560919 40.721323 
134 : 23.927781 4.859160 
135 : 24.172540 23.185678 
136 : 20.657296 29.490874 
137 : 0.300296 9.358604 
138 : 27.557335 30.566507 
139 : 37.840815 2.597099 
140 : 34.941458 28.786347 
141 : 4.531058 42.117235 
142 : 14.182774 24.986299 
143 : 9.677473 21.951244 
144 : 22.413332 7.452854 
145 : 24.509084 1.413973 
146 : 12.032364 37.833489 
147 : 31.925669 39.805312 
148 : 31.825665 14.677780 
149 : 31.243691 5.760337 
150 : 14.043937 18.754582 
151 : 2.171894 41.444687 
152 : 28.348185 42.088829 
153 : 39.717138 33.261923 
154 : 6.499059 48.006999 
155 : 4.542654 47.155895 
156 : 36.515017 5.634975 
157 : 19.266279 32.414372 
158 : 34.072238 24.040203 
159 : 32.396552 3.326035 
160 : 7.470382 44.888561 
161 : 9.887994 24.861506 
162 : 2.167554 38.565171 
163 : 24.358458 3.018111 
164 : 31.089297 13.122873 
165 : 20.442564 32.553468 
166 : 1.110004 6.680196 
167 : 39.615411 31.927287 
168 : 20.037597 19.247155 
169 : 13.279899 38.284906 
170 : 6.955326 32.645784 
171 : 25.025456 19.074453 
172 : 23.005393 15.000929 
173 : 30.039415 17.006978 
174 : 6.140752 45.946327 
175 : 14.271488 22.813341 
